Date;CustomerKey;ProductKey;AccountKey;Value
2023-01-01;3;5;2;6192
2023-01-01;3;5;3;844
2023-01-01;3;5;4;3420
2023-01-01;4;5;1;30
2023-01-01;4;5;2;5160
2023-01-01;4;5;3;704
2023-01-01;4;5;4;2850
2023-01-01;5;5;1;33
2023-01-01;5;5;2;5676
2023-01-01;5;5;3;774
2023-01-01;5;5;4;3135
2023-01-01;6;5;1;27
2023-01-01;6;5;2;4644
2023-01-01;6;5;3;1019
2023-01-01;6;5;4;2565
2023-01-01;7;5;1;21
2023-01-01;7;5;2;3612
2023-01-01;7;5;3;793
2023-01-01;7;5;4;1995
2023-01-01;8;5;1;17
2023-01-01;8;5;2;2924
2023-01-01;8;5;3;254
2023-01-01;8;5;4;1615
2023-01-01;9;5;1;13
2023-01-01;9;5;2;2236
2023-01-01;9;5;3;194
2023-01-01;9;5;4;1235
2023-01-01;10;5;1;22
2023-01-01;10;5;2;3784
2023-01-01;10;5;3;668
2023-01-01;10;5;4;2090
2023-01-01;11;5;1;16
2023-01-01;11;5;2;2752
2023-01-01;11;5;3;486
2023-01-01;11;5;4;1520
2023-01-01;12;5;1;11
2023-01-01;12;5;2;1892
2023-01-01;12;5;3;334
2023-01-01;12;5;4;1045
2023-01-01;1;6;1;16
2023-01-01;1;6;2;3280
2023-01-01;1;6;3;447
2023-01-01;1;6;4;1888
2023-01-01;2;6;1;13
2023-01-01;2;6;2;2665
2023-01-01;2;6;3;363
2023-01-01;2;6;4;1534
2023-01-01;3;6;1;15
2023-01-01;3;6;2;3075
2023-01-01;3;6;3;419
2023-01-01;3;6;4;1770
2023-01-01;4;6;1;13
2023-01-01;4;6;2;2665
2023-01-01;4;6;3;363
2023-01-01;4;6;4;1534
2023-01-01;5;6;1;14
2023-01-01;5;6;2;2870
2023-01-01;5;6;3;391
2023-01-01;5;6;4;1652
2023-01-01;6;6;1;16
2023-01-01;6;6;2;3280
2023-01-01;6;6;3;720
2023-01-01;6;6;4;1888
2023-01-01;7;6;1;13
2023-01-01;7;6;2;2665
2023-01-01;7;6;3;585
2023-01-01;7;6;4;1534
2023-01-01;8;6;1;13
2023-01-01;8;6;2;2665
2023-01-01;8;6;3;232
2023-01-01;8;6;4;1534
2023-01-01;9;6;1;11
2023-01-01;9;6;2;2255
2023-01-01;9;6;3;196
2023-01-01;9;6;4;1298
2023-01-01;10;6;1;16
2023-01-01;10;6;2;3280
2023-01-01;10;6;3;579
2023-01-01;10;6;4;1888
2023-01-01;11;6;1;12
2023-01-01;11;6;2;2460
2023-01-01;11;6;3;434
2023-01-01;11;6;4;1416
2023-01-01;12;6;1;8
2023-01-01;12;6;2;1640
2023-01-01;12;6;3;289
2023-01-01;12;6;4;944
2023-01-01;1;7;1;20
2023-01-01;1;7;2;3840
2023-01-01;1;7;3;524
2023-01-01;1;7;4;2200
2023-01-01;2;7;1;13
2023-01-01;2;7;2;2496
2023-01-01;2;7;3;340
2023-01-01;2;7;4;1430
2023-01-01;3;7;1;16
2023-01-01;3;7;2;3072
2023-01-01;3;7;3;419
2023-01-01;3;7;4;1760
2023-01-01;4;7;1;13
2023-01-01;4;7;2;2496
2023-01-01;4;7;3;340
2023-01-01;4;7;4;1430
2023-01-01;5;7;1;15
2023-01-01;5;7;2;2880
2023-01-01;5;7;3;393
2023-01-01;5;7;4;1650
2023-01-01;6;7;1;17
2023-01-01;6;7;2;3264
2023-01-01;6;7;3;716
2023-01-01;6;7;4;1870
2023-01-01;7;7;1;13
2023-01-01;7;7;2;2496
2023-01-01;7;7;3;548
2023-01-01;7;7;4;1430
2023-01-01;8;7;1;14
2023-01-01;8;7;2;2688
2023-01-01;8;7;3;234
2023-01-01;8;7;4;1540
2023-01-01;9;7;1;11
2023-01-01;9;7;2;2112
2023-01-01;9;7;3;184
2023-01-01;9;7;4;1210
2023-01-01;10;7;1;17
2023-01-01;10;7;2;3264
2023-01-01;10;7;3;576
2023-01-01;10;7;4;1870
2023-01-01;11;7;1;13
2023-01-01;11;7;2;2496
2023-01-01;11;7;3;440
2023-01-01;11;7;4;1430
2023-01-01;12;7;1;8
2023-01-01;12;7;2;1536
2023-01-01;12;7;3;271
2023-01-01;12;7;4;880
2023-01-01;1;10;1;48
2023-01-01;1;10;2;6336
2023-01-01;1;10;3;864
2023-01-01;1;10;4;3840
2023-01-01;2;10;1;35
2023-01-01;2;10;2;4620
2023-01-01;2;10;3;630
2023-01-01;2;10;4;2800
2023-01-01;3;10;1;42
2023-01-01;3;10;2;5544
2023-01-01;3;10;3;756
2023-01-01;3;10;4;3360
2023-01-01;4;10;1;35
2023-01-01;4;10;2;4620
2023-01-01;4;10;3;630
2023-01-01;4;10;4;2800
2023-01-01;5;10;1;38
2023-01-01;5;10;2;5016
2023-01-01;5;10;3;684
2023-01-01;5;10;4;3040
2023-01-01;6;10;1;22
2023-01-01;6;10;2;2904
2023-01-01;6;10;3;637
2023-01-01;6;10;4;1760
2023-01-01;7;10;1;17
2023-01-01;7;10;2;2244
2023-01-01;7;10;3;493
2023-01-01;7;10;4;1360
2023-01-01;8;10;1;8
2023-01-01;8;10;2;1056
2023-01-01;8;10;3;92
2023-01-01;8;10;4;640
2023-01-01;9;10;1;6
2023-01-01;9;10;2;792
2023-01-01;9;10;3;69
2023-01-01;9;10;4;480
2023-01-01;10;10;1;17
2023-01-01;10;10;2;2244
2023-01-01;10;10;3;396
2023-01-01;10;10;4;1360
2023-01-01;11;10;1;13
2023-01-01;11;10;2;1716
2023-01-01;11;10;3;303
2023-01-01;11;10;4;1040
2023-01-01;12;10;1;9
2023-01-01;12;10;2;1188
2023-01-01;12;10;3;210
2023-01-01;12;10;4;720
2023-01-01;1;11;1;11
2023-01-01;1;11;2;1364
2023-01-01;1;11;3;186
2023-01-01;1;11;4;836
2023-01-01;2;11;1;10
2023-01-01;2;11;2;1240
2023-01-01;2;11;3;169
2023-01-01;2;11;4;760
2023-01-01;3;11;1;12
2023-01-01;3;11;2;1488
2023-01-01;3;11;3;203
2023-01-01;3;11;4;912
2023-01-01;4;11;1;10
2023-01-01;4;11;2;1240
2023-01-01;4;11;3;169
2023-01-01;4;11;4;760
2023-01-01;5;11;1;11
2023-01-01;5;11;2;1364
2023-01-01;5;11;3;186
2023-01-01;5;11;4;836
2023-01-01;6;11;1;6
2023-01-01;6;11;2;744
2023-01-01;6;11;3;163
2023-01-01;6;11;4;456
2023-01-01;7;11;1;5
2023-01-01;7;11;2;620
2023-01-01;7;11;3;136
2023-01-01;7;11;4;380
2023-01-01;8;11;1;2
2023-01-01;8;11;2;248
2023-01-01;8;11;3;22
2023-01-01;8;11;4;152
2023-01-01;9;11;1;2
2023-01-01;9;11;2;248
2023-01-01;9;11;3;22
2023-01-01;9;11;4;152
2023-01-01;10;11;1;5
2023-01-01;10;11;2;620
2023-01-01;10;11;3;109
2023-01-01;10;11;4;380
2023-01-01;11;11;1;4
2023-01-01;11;11;2;496
2023-01-01;11;11;3;88
2023-01-01;11;11;4;304
2023-01-01;12;11;1;2
2023-01-01;12;11;2;248
2023-01-01;12;11;3;44
2023-01-01;12;11;4;152
2023-02-01;1;1;1;269
2023-02-01;1;1;2;37122
2023-02-01;1;1;3;5062
2023-02-01;1;1;4;22058
2023-02-01;2;1;1;193
2023-02-01;2;1;2;26634
2023-02-01;2;1;3;3632
2023-02-01;2;1;4;15826
2023-02-01;3;1;1;231
2023-02-01;3;1;2;31878
2023-02-01;3;1;3;4347
2023-02-01;3;1;4;18942
2023-02-01;4;1;1;193
2023-02-01;4;1;2;26634
2023-02-01;4;1;3;3632
2023-02-01;4;1;4;15826
2023-02-01;5;1;1;212
2023-02-01;5;1;2;29256
2023-02-01;5;1;3;3989
2023-02-01;5;1;4;17384
2023-02-01;6;1;1;159
2023-02-01;6;1;2;21942
2023-02-01;6;1;3;4817
2023-02-01;6;1;4;13038
2023-02-01;7;1;1;124
2023-02-01;7;1;2;17112
2023-02-01;7;1;3;3756
2023-02-01;7;1;4;10168
2023-02-01;8;1;1;80
2023-02-01;8;1;2;11040
2023-02-01;8;1;3;960
2023-02-01;8;1;4;6560
2023-02-01;9;1;1;64
2023-02-01;9;1;2;8832
2023-02-01;9;1;3;768
2023-02-01;9;1;4;5248
2023-02-01;10;1;1;167
2023-02-01;10;1;2;23046
2023-02-01;10;1;3;4067
2023-02-01;10;1;4;13694
2023-02-01;11;1;1;125
2023-02-01;11;1;2;17250
2023-02-01;11;1;3;3044
2023-02-01;11;1;4;10250
2023-02-01;12;1;1;83
2023-02-01;12;1;2;11454
2023-02-01;12;1;3;2021
2023-02-01;12;1;4;6806
2023-02-01;1;2;1;216
2023-02-01;1;2;2;32832
2023-02-01;1;2;3;4477
2023-02-01;1;2;4;18576
2023-02-01;2;2;1;155
2023-02-01;2;2;2;23560
2023-02-01;2;2;3;3213
2023-02-01;2;2;4;13330
2023-02-01;3;2;1;186
2023-02-01;3;2;2;28272
2023-02-01;3;2;3;3855
2023-02-01;3;2;4;15996
2023-02-01;4;2;1;155
2023-02-01;4;2;2;23560
2023-02-01;4;2;3;3213
2023-02-01;4;2;4;13330
2023-02-01;5;2;1;171
2023-02-01;5;2;2;25992
2023-02-01;5;2;3;3544
2023-02-01;5;2;4;14706
2023-02-01;6;2;1;128
2023-02-01;6;2;2;19456
2023-02-01;6;2;3;4271
2023-02-01;6;2;4;11008
2023-02-01;7;2;1;100
2023-02-01;7;2;2;15200
2023-02-01;7;2;3;3337
2023-02-01;7;2;4;8600
2023-02-01;8;2;1;65
2023-02-01;8;2;2;9880
2023-02-01;8;2;3;859
2023-02-01;8;2;4;5590
2023-02-01;9;2;1;52
2023-02-01;9;2;2;7904
2023-02-01;9;2;3;687
2023-02-01;9;2;4;4472
2023-02-01;10;2;1;134
2023-02-01;10;2;2;20368
2023-02-01;10;2;3;3594
2023-02-01;10;2;4;11524
2023-02-01;11;2;1;101
2023-02-01;11;2;2;15352
2023-02-01;11;2;3;2709
2023-02-01;11;2;4;8686
2023-02-01;12;2;1;67
2023-02-01;12;2;2;10184
2023-02-01;12;2;3;1797
2023-02-01;12;2;4;5762
2023-02-01;1;3;1;108
2023-02-01;1;3;2;18144
2023-02-01;1;3;3;2474
2023-02-01;1;3;4;9936
2023-02-01;2;3;1;78
2023-02-01;2;3;2;13104
2023-02-01;2;3;3;1787
2023-02-01;2;3;4;7176
2023-02-01;3;3;1;94
2023-02-01;3;3;2;15792
2023-02-01;3;3;3;2153
2023-02-01;3;3;4;8648
2023-02-01;4;3;1;78
2023-02-01;4;3;2;13104
2023-02-01;4;3;3;1787
2023-02-01;4;3;4;7176
2023-02-01;5;3;1;86
2023-02-01;5;3;2;14448
2023-02-01;5;3;3;1970
2023-02-01;5;3;4;7912
2023-02-01;6;3;1;64
2023-02-01;6;3;2;10752
2023-02-01;6;3;3;2360
2023-02-01;6;3;4;5888
2023-02-01;7;3;1;50
2023-02-01;7;3;2;8400
2023-02-01;7;3;3;1844
2023-02-01;7;3;4;4600
2023-02-01;8;3;1;33
2023-02-01;8;3;2;5544
2023-02-01;8;3;3;482
2023-02-01;8;3;4;3036
2023-02-01;9;3;1;26
2023-02-01;9;3;2;4368
2023-02-01;9;3;3;380
2023-02-01;9;3;4;2392
2023-02-01;10;3;1;68
2023-02-01;10;3;2;11424
2023-02-01;10;3;3;2016
2023-02-01;10;3;4;6256
2023-02-01;11;3;1;51
2023-02-01;11;3;2;8568
2023-02-01;11;3;3;1512
2023-02-01;11;3;4;4692
2023-02-01;12;3;1;34
2023-02-01;12;3;2;5712
2023-02-01;12;3;3;1008
2023-02-01;12;3;4;3128
2023-02-01;1;4;1;77
2023-02-01;1;4;2;11550
2023-02-01;1;4;3;1575
2023-02-01;1;4;4;6776
2023-02-01;2;4;1;57
2023-02-01;2;4;2;8550
2023-02-01;2;4;3;1166
2023-02-01;2;4;4;5016
2023-02-01;3;4;1;68
2023-02-01;3;4;2;10200
2023-02-01;3;4;3;1391
2023-02-01;3;4;4;5984
2023-02-01;4;4;1;57
2023-02-01;4;4;2;8550
2023-02-01;4;4;3;1166
2023-02-01;4;4;4;5016
2023-02-01;5;4;1;62
2023-02-01;5;4;2;9300
2023-02-01;5;4;3;1268
2023-02-01;5;4;4;5456
2023-02-01;6;4;1;51
2023-02-01;6;4;2;7650
2023-02-01;6;4;3;1679
2023-02-01;6;4;4;4488
2023-02-01;7;4;1;40
2023-02-01;7;4;2;6000
2023-02-01;7;4;3;1317
2023-02-01;7;4;4;3520
2023-02-01;8;4;1;31
2023-02-01;8;4;2;4650
2023-02-01;8;4;3;404
2023-02-01;8;4;4;2728
2023-02-01;9;4;1;25
2023-02-01;9;4;2;3750
2023-02-01;9;4;3;326
2023-02-01;9;4;4;2200
2023-02-01;10;4;1;41
2023-02-01;10;4;2;6150
2023-02-01;10;4;3;1085
2023-02-01;10;4;4;3608
2023-02-01;11;4;1;31
2023-02-01;11;4;2;4650
2023-02-01;11;4;3;821
2023-02-01;11;4;4;2728
2023-02-01;12;4;1;20
2023-02-01;12;4;2;3000
2023-02-01;12;4;3;529
2023-02-01;12;4;4;1760
2023-02-01;1;5;1;41
2023-02-01;1;5;2;7052
2023-02-01;1;5;3;962
2023-02-01;1;5;4;3895
2023-02-01;2;5;1;28
2023-02-01;2;5;2;4816
2023-02-01;2;5;3;657
2023-02-01;2;5;4;2660
2023-02-01;3;5;1;34
2023-02-01;3;5;2;5848
2023-02-01;3;5;3;797
2023-02-01;3;5;4;3230
2023-02-01;4;5;1;28
2023-02-01;4;5;2;4816
2023-02-01;4;5;3;657
2023-02-01;4;5;4;2660
2023-02-01;5;5;1;31
2023-02-01;5;5;2;5332
2023-02-01;5;5;3;727
2023-02-01;5;5;4;2945
2023-02-01;6;5;1;25
2023-02-01;6;5;2;4300
2023-02-01;6;5;3;944
2023-02-01;6;5;4;2375
2023-02-01;7;5;1;20
2023-02-01;7;5;2;3440
2023-02-01;7;5;3;755
2023-02-01;7;5;4;1900
2023-02-01;8;5;1;16
2023-02-01;8;5;2;2752
2023-02-01;8;5;3;239
2023-02-01;8;5;4;1520
2023-02-01;9;5;1;12
2023-02-01;9;5;2;2064
2023-02-01;9;5;3;179
2023-02-01;9;5;4;1140
2023-02-01;10;5;1;20
2023-02-01;10;5;2;3440
2023-02-01;10;5;3;607
2023-02-01;10;5;4;1900
2023-02-01;11;5;1;15
2023-02-01;11;5;2;2580
2023-02-01;11;5;3;455
2023-02-01;11;5;4;1425
2023-02-01;12;5;1;10
2023-02-01;12;5;2;1720
2023-02-01;12;5;3;304
2023-02-01;12;5;4;950
2023-02-01;1;6;1;16
2023-02-01;1;6;2;3280
2023-02-01;1;6;3;447
2023-02-01;1;6;4;1888
2023-02-01;2;6;1;12
2023-02-01;2;6;2;2460
2023-02-01;2;6;3;335
2023-02-01;2;6;4;1416
2023-02-01;3;6;1;14
2023-02-01;3;6;2;2870
2023-02-01;3;6;3;391
2023-02-01;3;6;4;1652
2023-02-01;4;6;1;12
2023-02-01;4;6;2;2460
2023-02-01;4;6;3;335
2023-02-01;4;6;4;1416
2023-02-01;5;6;1;13
2023-02-01;5;6;2;2665
2023-02-01;5;6;3;363
2023-02-01;5;6;4;1534
2023-02-01;6;6;1;15
2023-02-01;6;6;2;3075
2023-02-01;6;6;3;675
2023-02-01;6;6;4;1770
2023-02-01;7;6;1;12
2023-02-01;7;6;2;2460
2023-02-01;7;6;3;540
2023-02-01;7;6;4;1416
2023-02-01;8;6;1;13
2023-02-01;8;6;2;2665
2023-02-01;8;6;3;232
2023-02-01;8;6;4;1534
2023-02-01;9;6;1;10
2023-02-01;9;6;2;2050
2023-02-01;9;6;3;178
2023-02-01;9;6;4;1180
2023-02-01;10;6;1;15
2023-02-01;10;6;2;3075
2023-02-01;10;6;3;543
2023-02-01;10;6;4;1770
2023-02-01;11;6;1;11
2023-02-01;11;6;2;2255
2023-02-01;11;6;3;398
2023-02-01;11;6;4;1298
2023-02-01;12;6;1;7
2023-02-01;12;6;2;1435
2023-02-01;12;6;3;253
2023-02-01;12;6;4;826
2023-02-01;1;7;1;16
2023-02-01;1;7;2;3072
2023-02-01;1;7;3;419
2023-02-01;1;7;4;1760
2023-02-01;2;7;1;13
2023-02-01;2;7;2;2496
2023-02-01;2;7;3;340
2023-02-01;2;7;4;1430
2023-02-01;3;7;1;15
2023-02-01;3;7;2;2880
2023-02-01;3;7;3;393
2023-02-01;3;7;4;1650
2023-02-01;4;7;1;13
2023-02-01;4;7;2;2496
2023-02-01;4;7;3;340
2023-02-01;4;7;4;1430
2023-02-01;5;7;1;14
2023-02-01;5;7;2;2688
2023-02-01;5;7;3;367
2023-02-01;5;7;4;1540
2023-02-01;6;7;1;16
2023-02-01;6;7;2;3072
2023-02-01;6;7;3;674
2023-02-01;6;7;4;1760
2023-02-01;7;7;1;13
2023-02-01;7;7;2;2496
2023-02-01;7;7;3;548
2023-02-01;7;7;4;1430
2023-02-01;8;7;1;13
2023-02-01;8;7;2;2496
2023-02-01;8;7;3;217
2023-02-01;8;7;4;1430
2023-02-01;9;7;1;11
2023-02-01;9;7;2;2112
2023-02-01;9;7;3;184
2023-02-01;9;7;4;1210
2023-02-01;10;7;1;16
2023-02-01;10;7;2;3072
2023-02-01;10;7;3;542
2023-02-01;10;7;4;1760
2023-02-01;11;7;1;12
2023-02-01;11;7;2;2304
2023-02-01;11;7;3;407
2023-02-01;11;7;4;1320
2023-02-01;12;7;1;8
2023-02-01;12;7;2;1536
2023-02-01;12;7;3;271
2023-02-01;12;7;4;880
2023-02-01;1;10;1;47
2023-02-01;1;10;2;6204
2023-02-01;1;10;3;846
2023-02-01;1;10;4;3760
2023-02-01;2;10;1;34
2023-02-01;2;10;2;4488
2023-02-01;2;10;3;612
2023-02-01;2;10;4;2720
2023-02-01;3;10;1;40
2023-02-01;3;10;2;5280
2023-02-01;3;10;3;720
2023-02-01;3;10;4;3200
2023-02-01;4;10;1;34
2023-02-01;4;10;2;4488
2023-02-01;4;10;3;612
2023-02-01;4;10;4;2720
2023-02-01;5;10;1;37
2023-02-01;5;10;2;4884
2023-02-01;5;10;3;666
2023-02-01;5;10;4;2960
2023-02-01;6;10;1;21
2023-02-01;6;10;2;2772
2023-02-01;6;10;3;608
2023-02-01;6;10;4;1680
2023-02-01;7;10;1;16
2023-02-01;7;10;2;2112
2023-02-01;7;10;3;464
2023-02-01;7;10;4;1280
2023-02-01;8;10;1;8
2023-02-01;8;10;2;1056
2023-02-01;8;10;3;92
2023-02-01;8;10;4;640
2023-02-01;9;10;1;6
2023-02-01;9;10;2;792
2023-02-01;9;10;3;69
2023-02-01;9;10;4;480
2023-02-01;10;10;1;17
2023-02-01;10;10;2;2244
2023-02-01;10;10;3;396
2023-02-01;10;10;4;1360
2023-02-01;11;10;1;12
2023-02-01;11;10;2;1584
2023-02-01;11;10;3;280
2023-02-01;11;10;4;960
2023-02-01;12;10;1;8
2023-02-01;12;10;2;1056
2023-02-01;12;10;3;186
2023-02-01;12;10;4;640
2023-02-01;1;11;1;13
2023-02-01;1;11;2;1612
2023-02-01;1;11;3;220
2023-02-01;1;11;4;988
2023-02-01;2;11;1;8
2023-02-01;2;11;2;992
2023-02-01;2;11;3;135
2023-02-01;2;11;4;608
2023-02-01;3;11;1;10
2023-02-01;3;11;2;1240
2023-02-01;3;11;3;169
2023-02-01;3;11;4;760
2023-02-01;4;11;1;8
2023-02-01;4;11;2;992
2023-02-01;4;11;3;135
2023-02-01;4;11;4;608
2023-02-01;5;11;1;9
2023-02-01;5;11;2;1116
2023-02-01;5;11;3;152
2023-02-01;5;11;4;684
2023-02-01;6;11;1;5
2023-02-01;6;11;2;620
2023-02-01;6;11;3;136
2023-02-01;6;11;4;380
2023-02-01;7;11;1;4
2023-02-01;7;11;2;496
2023-02-01;7;11;3;109
2023-02-01;7;11;4;304
2023-02-01;8;11;1;2
2023-02-01;8;11;2;248
2023-02-01;8;11;3;22
2023-02-01;8;11;4;152
2023-02-01;9;11;1;2
2023-02-01;9;11;2;248
2023-02-01;9;11;3;22
2023-02-01;9;11;4;152
2023-02-01;10;11;1;4
2023-02-01;10;11;2;496
2023-02-01;10;11;3;88
2023-02-01;10;11;4;304
2023-02-01;11;11;1;3
2023-02-01;11;11;2;372
2023-02-01;11;11;3;66
2023-02-01;11;11;4;228
2023-02-01;12;11;1;2
2023-02-01;12;11;2;248
2023-02-01;12;11;3;44
2023-02-01;12;11;4;152
2023-03-01;1;1;1;319
2023-03-01;1;1;2;44022
2023-03-01;1;1;3;6003
2023-03-01;1;1;4;26158
2023-03-01;2;1;1;228
2023-03-01;2;1;2;31464
2023-03-01;2;1;3;4291
2023-03-01;2;1;4;18696
2023-03-01;3;1;1;274
2023-03-01;3;1;2;37812
2023-03-01;3;1;3;5156
2023-03-01;3;1;4;22468
2023-03-01;4;1;1;228
2023-03-01;4;1;2;31464
2023-03-01;4;1;3;4291
2023-03-01;4;1;4;18696
2023-03-01;5;1;1;251
2023-03-01;5;1;2;34638
2023-03-01;5;1;3;4723
2023-03-01;5;1;4;20582
2023-03-01;6;1;1;188
2023-03-01;6;1;2;25944
2023-03-01;6;1;3;5695
2023-03-01;6;1;4;15416
2023-03-01;7;1;1;146
2023-03-01;7;1;2;20148
2023-03-01;7;1;3;4423
2023-03-01;7;1;4;11972
2023-03-01;8;1;1;95
2023-03-01;8;1;2;13110
2023-03-01;8;1;3;1140
2023-03-01;8;1;4;7790
2023-03-01;9;1;1;76
